OBJECTID,LIFECYCLESTATUS,INSTALLDATE,ASSET_TYPE,ASSET_ID,ENTNAME,ROAD_ID,ADDRESS_ID,CIVIC_ADDRESS,OWNER,ASBUILTNUMBER,POSITION_ACCURACY,ACCESSTYPE,ACCESSDIAMETER,TOPOFCATCHBASIN,INVERTELEVATION,SUMP,x,y
2524,Active,1/1/1970 12:00:00 AM,Single Catchbasin,10038545,CB-1122915,7934,85162,404 LEE AVE,City of Waterloo,,TSS,Grate,,330.928,,No,-80.504221113527,43.494750952749
2525,Active,1/1/2000 12:00:00 AM,Single Catchbasin,10042784,CB-1142639,28129,121162,2100 UNIVERSITY AVE E ,City of Waterloo,5-1954,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5103543625249,43.5184534423945
2526,Active,1/1/1979 12:00:00 AM,Double Catchbasin,10041340,CB-1110273,708,103958,625 DAVENPORT RD,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5295374320822,43.5047297476901
2527,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10141771,CB-1151483,3333333,100481,335 UNIVERSITY AVE E,City of Waterloo Property,Site Plan 5-1460 Bechtel Park Parkview Cemetery,Site Plan +/- 2m,Grate,,,,,-80.4959970735457,43.4878510641183
2528,Active,,Single Catchbasin,10043192,CB-1142695,25335,99736,662 INGLIS FALLS PL,City of Waterloo,,,Grate,,,,,-80.5725856326842,43.4932406221675
2529,Active,6/1/2011 12:00:00 AM,Single Catchbasin,10040859,CB-1147169,80045,120065,760 SNOWBERRY CRT,City of Waterloo,5-2273,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.604158146786,43.4608910736815
2530,Active,1/1/1980 12:00:00 AM,Single Catchbasin,10041616,F26L-7,7244,100285,609 KUMPF DR,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,340.66,,,-80.5454368016525,43.5055681162221
2531,Active,8/1/2017 12:00:00 AM,Single Catchbasin,10220145,CB-1152372,1615,91707,3 KING ST S 5,Region of Waterloo,41-645,Eng Dwg/As Built +/- 2m,,,325.44,324.067,,-80.5225067681226,43.4651213752542
2532,Active,1/1/1984 12:00:00 AM,Single Catchbasin,10041386,CLRN22R-9,4408,79302,508 QUEENSDALE CRT,City of Waterloo,5-1187,Aerial Photo +/- 0.5m,Grate,,350.418,,Yes,-80.5670918540278,43.4627128375132
2533,Active,1/1/1983 12:00:00 AM,Single Ditch Inlet Catchbasin,10205527,CB-1164215,3333333,86045,265 LEXINGTON CRT,City of Waterloo Property,Site Plan 265 Lexington Crt Accepted,Eng Dwg/As Built +/- 2m,,,,324.21,,-80.5115453230909,43.4891003509026
2534,Active,1/1/2004 12:00:00 AM,Single Catchbasin,10038878,CB-1143333,27677,102651,313 TEALBY CRES,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5223575088019,43.489980299507
2535,Active,,Single Catchbasin,10044180,CB-1142255,7139,75887,326 CONSERVATION DR,City of Waterloo,,,Grate,,352.62,,,-80.5699665540346,43.4942778774509
2536,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10041327,CN15-39,80328,87462,582 GUILDWOOD PL,City of Waterloo,5-1340,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5217301622869,43.5018612842751
2537,Active,,Single Catchbasin,10041794,CB-1117815,25910,96374,559 BRIGANTINE DR,Region of Waterloo,,Digitized +/- 2m,Grate,,0,,,-80.516181006266,43.5079541806265
2538,Active,1/1/1971 12:00:00 AM,Single Catchbasin,10045218,CB-1128108,6026,92914,34 WESTMOUNT RD S,Region of Waterloo,,GPS +/- 0.5m,Grate,,340.143,,,-80.5353266298086,43.4575964876985
2539,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10040366,L16R-23,7420,84174,172 CHELFORD CRES,City of Waterloo,,P(0.1),Grate,,323.102,,Yes,-80.5041421956404,43.4808465104031
2540,Active,1/1/1975 12:00:00 AM,Single Catchbasin,10040490,L85L-26,7360,75539,327 DALEVIEW PL,City of Waterloo,5-798,Eng Dwg/As Built +/- 2m,Grate,,349.6,,Yes,-80.5654299602462,43.4863866627537
2541,Active,1/1/1996 12:00:00 AM,Double Catchbasin,10041321,CB-1150112,3535,84203,349 LEXINGTON RD,City of Waterloo,41-170,Eng Dwg/As Built +/- 2m,Grate,,,329.529,Yes,-80.5042386326114,43.4985020402423
2542,Active,1/1/2009 12:00:00 AM,Single Catchbasin,10037879,CB-1146416,80022,104594,353 WESTPARK CRES,City of Waterloo,5-2185,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.5648823913157,43.4440081291728
2543,Active,1/1/1962 12:00:00 AM,Single Catchbasin,10044242,CB-1152337,7474,85455,260 QUICKFALL DR,City of Waterloo,,TSS,Grate,,330.446,,Yes,-80.5079546983995,43.4815610202758
2544,Active,12/18/2017 12:00:00 AM,Single Catchbasin,10202848,CB-1163747,29112,101903,725 ZURICH DR,City of Waterloo,,Field Notes,,,369.14,367.67,Yes,-80.5832006637094,43.4564858163973
2545,Active,1/1/1976 12:00:00 AM,Single Catchbasin,10043007,CB-1129614,9076,91566,244 STATE ST,Region of Waterloo,5-857,TSS,Grate,,331.3,,,-80.5279140355671,43.4752254216549
2546,Active,1/1/1995 12:00:00 AM,Single Catchbasin,10045173,CLRS12R-5,203,76915,429 ERB ST W,Region of Waterloo,41-148,Eng Dwg/As Built +/- 2m,Grate,,353.5,,,-80.553479888951,43.4522866606795
2547,Active,,Single Catchbasin,10044786,C6R-34A,7276,93624,455 ALBERT ST 1,City of Waterloo,,GPS +/- 0.5m,Grate,,342.938,,No,-80.5409395667005,43.4850328332926
2548,Active,1/1/1998 12:00:00 AM,Single Catchbasin,10044158,CB-1142659,26703,103975,662 YARMOUTH DR,City of Waterloo,5-1805,Digitized +/- 2m,Grate,,331.93,,Yes,-80.4979458340075,43.5109360068308
2549,Active,10/1/2015 12:00:00 AM,Single Catchbasin,10141328,CB-1151456,3333333,101203,185 BRIDGE ST W,City of Waterloo Property,Site Plan Servicing Plan Update of L-210,Site Plan +/- 2m,Grate,,327.18,326.25,,-80.4951643854284,43.4846564367692
2550,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10039202,CN6R-40,3552,82748,368 FORESTLAWN RD,City of Waterloo,5-1227A,Aerial Photo +/- 0.5m,,,328.75,,Yes,-80.501581558256,43.4990441865009
2551,Active,10/1/2015 12:00:00 AM,Single Catchbasin,10141326,CB-1151460,3333333,101203,185 BRIDGE ST W,City of Waterloo Property,Site Plan Servicing Plan Update of L-210,Site Plan +/- 2m,Grate,,328.46,326.84,,-80.4945990114104,43.4853682084017
2552,Active,10/1/2015 12:00:00 AM,Single Catchbasin,10141332,CB-1151459,3333333,101203,185 BRIDGE ST W,City of Waterloo Property,Site Plan Servicing Plan Update of L-210,Site Plan +/- 2m,Grate,,329.13,327.73,,-80.4943562726497,43.4858340840376
2553,Active,10/1/2015 12:00:00 AM,Single Catchbasin,10141330,CB-1151457,3333333,101203,185 BRIDGE ST W,City of Waterloo Property,Site Plan Servicing Plan Update of L-210,Site Plan +/- 2m,Grate,,327.92,326.51,,-80.4952386239787,43.4850534329811
2554,Active,1/1/1979 12:00:00 AM,Double Catchbasin,10040332,CS5R-2,8436,87595,527A BARWICK CRES,City of Waterloo,,Digitized +/- 2m,Grate,,343.07,,Yes,-80.5223916499378,43.4971613663588
2555,Active,1/1/1978 12:00:00 AM,Single Catchbasin,10041432,CB-1144472,8269,73038,236A NORTHLAKE DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,,-80.5533061732897,43.4955709422833
2556,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10044530,CB-1103594,3963,80272,566 CLAIR CREEK BLVD,City of Waterloo,5-1323,Aerial Photo +/- 0.5m,Grate,,354.36,,Yes,-80.57298192419,43.4627127665952
2557,Active,1/1/1950 12:00:00 AM,Single Catchbasin,10038379,CB-1123947,1532,86110,125 LINCOLN RD,City of Waterloo,,P(0.1),Grate,,324.007,,No,-80.51263752947,43.4717018521239
2558,Active,1/1/2002 12:00:00 AM,Double Catchbasin,10037345,CB-1143636,28479,99522,975 ATLANTIC BLVD,City of Waterloo,5-2012,Digitized +/- 2m,Grate,,0,,Yes,-80.5038048366315,43.5150126979987
2559,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10036974,L17L-10,8970,82969,309 BRAEMORE AVE,City of Waterloo,,TSS,Grate,,329.863,,No,-80.4967490665512,43.4896628222994
2560,Active,1/1/1982 12:00:00 AM,Single Catchbasin,10042030,CS5R-76,7822,86688,452 REDFOX RD,City of Waterloo,5-959,Aerial Photo +/- 0.5m,Grate,,340.978,,Yes,-80.515644947529,43.4948344853793
2561,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10045127,CB-1103618,4372,80398,522 CLAIR CREEK BLVD,City of Waterloo,5-1276,Aerial Photo +/- 0.5m,Grate,,351.65,,Yes,-80.5708332951633,43.464619291124
2562,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10141758,CB-1151485,3333333,100481,335 UNIVERSITY AVE E,City of Waterloo Property,Site Plan 5-1460 Bechtel Park Parkview Cemetery,Site Plan +/- 2m,Grate,,,,,-80.4960665965264,43.487753811644
2563,Active,1/1/1968 12:00:00 AM,Double Catchbasin,10044241,CB-1124487,7340,73496,578 GLEN FORREST BLVD,City of Waterloo,,Estimated/Unknown,Grate,,346.292,,Yes,-80.5565780545634,43.4876045232582
2564,Active,1/1/1962 12:00:00 AM,Double Catchbasin,10041056,L54R-79,124,92569,192 ERB ST W,Region of Waterloo,,GPS +/- 0.5m,Grate,,334.55,,,-80.5341769765543,43.4605649659575
2565,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10141765,CB-1151486,3333333,100481,335 UNIVERSITY AVE E,City of Waterloo Property,Site Plan 5-1460 Bechtel Park Parkview Cemetery,Site Plan +/- 2m,Grate,,,,,-80.4961035516896,43.4877954285079
2566,Active,1/1/1997 12:00:00 AM,Single Catchbasin,10044972,CB-1117752,25807,100849,590 CANSO PL,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.5017798938001,43.5076997105642
2567,Active,,Single Catchbasin,10039695,CB-1131840,4624,74957,310 TOLL GATE BLVD,City of Waterloo,,Estimated/Unknown,Grate,,0,,,-80.5609911641633,43.4842565015527
2568,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10141764,CB-1151488,3333333,100481,335 UNIVERSITY AVE E,City of Waterloo Property,Site Plan 5-1460 Bechtel Park Parkview Cemetery,Site Plan +/- 2m,Grate,,,,,-80.4954093449207,43.4871466569525
2569,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10141763,CB-1151489,3333333,100481,335 UNIVERSITY AVE E,City of Waterloo Property,Site Plan 5-1460 Bechtel Park Parkview Cemetery,Site Plan +/- 2m,Grate,,,,,-80.4953628320453,43.4870740273823
2570,Active,3/1/2007 12:00:00 AM,Single Catchbasin,10039467,CB-1146738,8356,73335,283A MAYVIEW CRT,Region of Waterloo,41-483,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5522329651884,43.4996696661261
2571,Active,,Double Catchbasin,10044234,CLN1R-3,20543,80876,90 WESTMOUNT RD N,Region of Waterloo,,TSS,Grate,,329.27,,,-80.539290414456,43.4630692597477
2572,Active,1/1/2002 12:00:00 AM,Single Catchbasin,10039353,CB-1143630,28475,99607,669 NEW HAMPSHIRE ST,City of Waterloo,5-2010,Digitized +/- 2m,Grate,,0,,Yes,-80.5032986543545,43.5143317888329
2573,Active,11/1/2016 12:00:00 AM,Single Catchbasin,10188109,CB-1161826,1616,103503,95 KING ST S,Region of Waterloo,41-627,Eng Dwg/As Built +/- 2m,,,322.999,321.409,,-80.5218482264075,43.4629586263098
2574,Active,11/1/2016 12:00:00 AM,Single Catchbasin,10188114,CB-1161827,1616,111681,122 KING ST S,Region of Waterloo,41-627,Eng Dwg/As Built +/- 2m,,,323.576,321.859,,-80.5215805453833,43.4624191433618
2575,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10038842,CB-1142262,8252,74926,677 FERN RD,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5599415401308,43.5009458443146
2576,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10038797,MPLN19R-5,9111,77399,479 APPLEDALE CRES,City of Waterloo,5-1242,GPS +/- 0.5m,Grate,,359.64,,Yes,-80.5544730161035,43.4474710445725
2577,Active,1/1/1964 12:00:00 AM,Single Catchbasin,10038484,CB-1127448,7239,92582,424 TAMARACK DR,City of Waterloo,,GPS +/- 0.5m,Grate,,340.715,,No,-80.534110052642,43.4843599348637
2578,Active,1/1/1979 12:00:00 AM,Single Catchbasin,10037957,CB-1142372,8218,73564,104 RED OAK PL,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.556443688268,43.4964240438518
2579,Active,1/1/1969 12:00:00 AM,Single Catchbasin,10043763,CB-1142390,684,72489,628 SILVERBIRCH RD,City of Waterloo,5-595,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5506408543123,43.4949011224697
2580,Active,1/1/1985 12:00:00 AM,Double Catchbasin,10045329,CLRS12R-37A,5794,78252,485 HEATHER HILL PL,City of Waterloo,5-1125A,Eng Dwg/As Built +/- 2m,Grate,,368.018,,Yes,-80.558376191578,43.4486557949241
2581,Active,1/1/1998 12:00:00 AM,Double Catchbasin,10045394,CB-1103383,26340,71237,672 COLUMBIA FOREST BLVD,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.587036229515,43.4640322767914
2582,Active,7/1/2009 12:00:00 AM,Single Catchbasin,10039670,CB-1143746,1111111,71408,355 ERB ST W,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5467253662125,43.4545859521876
2583,Active,1/1/1976 12:00:00 AM,Single Catchbasin,10043218,CLN20L-14,2222222,78922,406 CLAIRBROOK CRES,City of Waterloo,5-883,GPS +/- 0.5m,Grate,,345.139,,NA,-80.5621096223974,43.4665762483057
2584,Active,12/19/2003 12:00:00 AM,Double Catchbasin,10040076,CB-1142990,29423,102524,301 RED OSIER RD,City of Waterloo,5-2118,Digitized +/- 2m,Grate,,0,,Yes,-80.5974463962861,43.4673764262557
2585,Active,5/1/2005 12:00:00 AM,Double Catchbasin,10038313,CB-1150121,7772,82269,381 STRAWBERRY CRES,Region of Waterloo,41-348,Eng Dwg/As Built +/- 2m,Grate,,331.296,330.128,,-80.4947395380228,43.4902244202363
2586,Active,1/1/2009 12:00:00 AM,Single Catchbasin,10042653,CB-1146422,80022,104508,315 WESTPARK CRES,City of Waterloo,5-2186,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.5660910860928,43.4441427757252
2587,Active,1/1/2006 12:00:00 AM,Single Catchbasin,10038985,CB-1143213,30732,103776,403 WESTCROFT DR,City of Waterloo,5-2176,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5671034417872,43.4469682136955
2588,Active,5/1/2002 12:00:00 AM,Single Catchbasin,10041795,CB-1129248,7386,84952,100 WEBER ST S,Region of Waterloo,41-253,Eng Dwg/As Built +/- 2m,Grate,,338.02,,,-80.5071375556092,43.46645190226
2589,Active,7/1/2009 12:00:00 AM,Single Catchbasin,10038252,CB-1143735,1523,84326,236 MURDOCK AVE,City of Waterloo,15-777,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.5038151082627,43.4744491889282
2590,Active,1/1/1979 12:00:00 AM,Single Catchbasin,10038332,CB-1103682,9009,78964,115 SANDFORD FLEMING DR,City of Waterloo,5-1019,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5618739069673,43.4546666149727
2591,Active,8/1/2014 12:00:00 AM,Single Catchbasin,10101376,CB-1150892,3459,85635,278 LEXINGTON RD,City of Waterloo,15-961,,Grate,,,,Yes,-80.5092571309694,43.4951518286214
2592,Active,6/1/2012 12:00:00 AM,Single Catchbasin,10043172,CB-1149343,7585,86275,156 MACGREGOR CRES,City of Waterloo,15-840,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.5135273481037,43.4814656295808
2593,Active,,Single Catchbasin,10040579,,80134,104423,646 ERB ST W,Region of Waterloo,,,Grate,,,,,-80.570316133713,43.4465026668662
2594,Active,1/1/2006 12:00:00 AM,Single Catchbasin,10039887,CB-1146427,3333333,104584,216 WESTFIELD PL,City of Waterloo,"5-2187, 5-2188",Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5644035202385,43.4436389095368
2595,Active,1/1/1992 12:00:00 AM,Single Catchbasin,10039680,CB-1144826,13007,81945,137 WOOLWICH ST,City of Waterloo,5-1596,Digitized +/- 2m,Grate,,,,Yes,-80.482648491164,43.4872857642928
2596,Active,1/1/2003 12:00:00 AM,Single Catchbasin,10042655,CB-1142741,27861,98071,630 CLIPPER DR,City of Waterloo,5-1915,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5087214861953,43.5097076266302
2597,Active,1/1/2005 12:00:00 AM,Single Catchbasin,10040129,CB-1143239,29652,103279,581 ALTHEIM CRES,City of Waterloo,5-2067,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5820456087332,43.4535422159157
2598,Active,1/1/1962 12:00:00 AM,Single Catchbasin,10044661,L32L-118,7236,92091,58 AUSTIN DR,City of Waterloo,,GPS +/- 0.5m,Grate,,336.964,,No,-80.5329066195322,43.4815206751339
2599,Active,1/1/2001 12:00:00 AM,Single Catchbasin,10044765,CB-1142588,28456,99309,845 BRANDENBURG BLVD,City of Waterloo,5-1979,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.574633627655,43.4518130873795
2600,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10040974,CB-1110859,4337,77732,516 EDENVALLEY CRES,City of Waterloo,5-1239,GPS +/- 0.5m,Grate,,370.96,,Yes,-80.5576117130931,43.4464332973488
2601,Active,1/1/2005 12:00:00 AM,Single Catchbasin,10044360,CB-1143679,29654,103272,589 ALTHEIM CRES,City of Waterloo,5-2145,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5814211023992,43.4533688604741
2602,Active,1/1/1997 12:00:00 AM,Single Catchbasin,10042583,CB-1103486,26124,97420,347 HAVENDALE CRES,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.5808787927393,43.4713146720483
2603,Active,1/1/1987 12:00:00 AM,Single Catchbasin,10041173,CB-1129460,1545,90099,99 REGINA ST S,City of Waterloo,,TSS,Grate,,321.44,,Yes,-80.5206035047667,43.4629643765568
2604,Active,1/1/1980 12:00:00 AM,Single Catchbasin,10040272,CLRN18R-111,4420,78797,177 WOODBEND CRES,City of Waterloo,5-1017,Aerial Photo +/- 0.5m,Grate,,355.225,,Yes,-80.5617076847754,43.4568181405894
2605,Active,1/1/1972 12:00:00 AM,Single Catchbasin,10040474,CB-1122844,7771,83928,326 HAMSTEAD CRT,City of Waterloo,,TSS,Grate,,327.934,,Yes,-80.5027315379762,43.4905219207646
2606,Active,1/1/1961 12:00:00 AM,Single Catchbasin,10042744,CB-1122925,7473,85612,290 LANGFORD PL,City of Waterloo,,TSS,Grate,,332.883,,Yes,-80.5097383779312,43.4815109561441
2607,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10039083,CB-1110242,714,88446,60 BAFFIN PL 1,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5319590824947,43.5056395510121
2608,Active,7/1/2009 12:00:00 AM,Single Catchbasin,10041729,CB-1143772,1111111,111800,405 ERB ST W,Region of Waterloo,41-503,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5518837317147,43.4527909352166
2609,Active,1/1/1996 12:00:00 AM,Single Catchbasin,10040981,CB-1150128,3538,82859,454 BRIDGE ST W,Region of Waterloo,41-172,Eng Dwg/As Built +/- 2m,Grate,,330.473,328.865,,-80.5048646104587,43.4994893927161
2610,Active,,Single Catchbasin,10038767,,80133,104526,303 THORNHILL PL,Region of Waterloo,,,Grate,,,,,-80.5648323189193,43.4417373770987
2611,Active,1/1/1959 12:00:00 AM,Double Catchbasin,10041940,CB-1102403,389,93070,133 COLUMBIA ST W,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,340.08,,,-80.5376074350848,43.4776471196122
2612,Active,1/1/1982 12:00:00 AM,Single Catchbasin,10044663,CB-1117911,3523,87143,239 OLD ABBEY RD,City of Waterloo,5-1157,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5184089936673,43.5040454838732
2613,Active,,Single Catchbasin,10043344,CB-1129201,8802,88723,145 WATERLOO ST,City of Waterloo,,TSS,Grate,,336.64,,Yes,-80.5056091053114,43.4616222470256
2614,Active,1/1/1994 12:00:00 AM,Single Catchbasin,10041377,CB-1147225,10629,89228,61 JOHN ST E,City of Waterloo,15-437,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.5148307044065,43.4618264158339
2615,Active,1/1/1964 12:00:00 AM,Single Catchbasin,10037438,L32L-140,1850,92283,383 TAMARACK DR,City of Waterloo,,GPS +/- 0.5m,Grate,,335.13,,Yes,-80.5309550991718,43.4822187687665
2616,Active,8/8/2005 12:00:00 AM,Single Catchbasin,10040464,CB-1146932,7319,78951,349 BEECHLAWN DR,City of Waterloo,15/729,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.5612602251064,43.46927946551
2617,Active,1/1/2005 12:00:00 AM,Double Catchbasin,10043156,CB-1151917,30182,103268,539 WOOLGRASS AVE,City of Waterloo,5-2122,Estimated/Unknown,Grate,,0,,Yes,-80.6010059886263,43.4714782811395
2618,Active,1/1/2009 12:00:00 AM,Single Catchbasin,10041131,CB-1146454,4776,104591,608 THORNDALE DR,City of Waterloo,5-2189,,Grate,,,,Yes,-80.5630210164663,43.442619369388
2619,Active,,Single Ditch Inlet Catchbasin,10042878,L22L-21,7971,103861,430 TEALBY CRES,Region of Waterloo,,,Grate,,,,,-80.5185706036984,43.4918750243932
2620,Active,,Single Catchbasin,10039684,L32L-199A,9076,91115,36 UNIVERSITY AVE W,Region of Waterloo,,TSS,Grate,,329.36,,,-80.5272544090499,43.4754236188835
2621,Active,8/1/2015 12:00:00 AM,Single Side Inlet Catchbasin,10045450,CB-1149681,7614,88676,108 UNIVERSITY AVE E,Region of Waterloo,,For Approval Dwg,Grate,,,,,-80.5176516119043,43.4788677508609
2622,Active,,Single Catchbasin,10038527,CB-1128832,8991,90029,60 UNIVERSITY AVE E,Region of Waterloo,,GPS +/- 0.5m,Grate,,319.73,,,-80.5211528585178,43.4775996693805
2623,Active,1/1/1976 12:00:00 AM,Single Catchbasin,10040988,CB-1129930,9076,91302,22 MAPLE CRT,Region of Waterloo,5-857,TSS,Grate,,327.64,,,-80.5266044639182,43.4756592743424
2624,Active,8/1/2015 12:00:00 AM,Double Side Inlet Catchbasin,10045653,CB-1149619,7614,86769,119 UNIVERSITY AVE E,Region of Waterloo,,For Approval Dwg,Grate,,,,,-80.5168737348548,43.479182158927
2625,Active,3/1/2007 12:00:00 AM,Single Catchbasin,10044619,CB-1146730,8356,72905,177A COGHILL PL,Region of Waterloo,41-481,Eng Dwg/As Built +/- 2m,Grate,,354.117,,,-80.5513391297379,43.4988760928784
2626,Active,1/1/1980 12:00:00 AM,Single Catchbasin,10044518,CB-1115641,12821,82204,199 BRIDGE ST W,Region of Waterloo,5-1108,Digitized +/- 2m,Grate,,331.338,,,-80.4931154614431,43.4887839325186
2627,Active,1/1/2004 12:00:00 AM,Single Catchbasin,10038474,CB-1146888,8120,72891,239B NORTHLAKE DR,Region of Waterloo,41-378,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5524078444768,43.4949361374042
2628,Active,1/1/2012 12:00:00 AM,Single Catchbasin,10040349,CB-1150208,80912,104910,500 FISCHER-HALLMAN RD N,City of Waterloo,"5-2240, 5-2320",Eng Dwg/As Built +/- 2m,Grate,,347,345.46,,-80.5711161893358,43.4751460942024
2629,Active,1/1/1954 12:00:00 AM,Single Catchbasin,10042149,L38R-91,1527,85069,209 WASHINGTON AVE,City of Waterloo,,P(0.1),Grate,,341.15,,Yes,-80.506968544442,43.4762271134827
2630,Active,1/1/1990 12:00:00 AM,Single Catchbasin,10044632,MPLN17R-92B,4310,77594,361 WESTVALE DR,City of Waterloo,"5-1445, 5-1516",GPS +/- 0.5m,Grate,,377.49,,Yes,-80.5559669369802,43.4408861544482
2631,Active,1/1/2012 12:00:00 AM,Single Catchbasin,10039991,CB-1147313,80912,104910,500 FISCHER-HALLMAN RD N,City of Waterloo,"5-2240, 5-2320",Eng Dwg/As Built +/- 2m,Grate,,347.89,346.15,,-80.5703976672126,43.4752784789426
2632,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10204373,CB-1163913,5850,79639,581 STEINBECK PL,City of Waterloo,,Aerial Photo +/- 0.5m,,,,,Yes,-80.5673370937108,43.4507090438417
2633,Active,1/1/1980 12:00:00 AM,Single Catchbasin,10204365,CB-1163916,5704,76175,180 HERRON PL,City of Waterloo,,Aerial Photo +/- 0.5m,,,,,Yes,-80.5476425284655,43.4419162792556
2634,Active,10/1/2006 12:00:00 AM,Single Catchbasin,10041913,CB-1144578,80133,104954,350 THE BOARDWALK,Region of Waterloo,41-470,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5624529451799,43.4391822777337
2635,Active,1/1/2005 12:00:00 AM,Double Catchbasin,10039326,CB-1143039,30180,103371,869 LAURELWOOD DR,City of Waterloo,5-2168,Estimated/Unknown,Grate,,0,,Yes,-80.6030405185244,43.4734862256231
2636,Active,1/1/2009 12:00:00 AM,Single Catchbasin,10038367,CB-1146439,4776,104592,450 APPLEGATE CRT,City of Waterloo,5-2189,,Grate,,,,,-80.5642715402617,43.4423414424998
2637,Active,12/19/2003 12:00:00 AM,Single Catchbasin,10038081,CB-1142989,29422,102379,300 RED OSIER RD,City of Waterloo,5-2116,Estimated/Unknown,Grate,,0,,Yes,-80.5976858072496,43.4673453664579
2638,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10044778,CB-1101664,7845,88131,450 KING ST N,Region of Waterloo,41-570,GPS +/- 0.5m,Grate,,334.158,,,-80.5272730845848,43.4875311754572
