124 3.110185 4.312049 -0.081019 -0.679838 -0.197428 0.214138 0.673043
125 3.068534 4.363071 -0.070936 -0.679191 -0.198762 0.212245 0.673903
126 3.034182 4.419315 -0.065773 -0.678863 -0.198490 0.213263 0.673992
127 2.962920 4.522511 -0.061980 -0.678798 -0.196867 0.214263 0.674217
128 2.921775 4.579151 -0.063511 -0.679926 -0.197008 0.212079 0.673729
129 2.882965 4.640112 -0.069634 -0.679119 -0.197438 0.212168 0.674389
130 2.842896 4.701350 -0.066924 -0.679445 -0.197063 0.212289 0.674132
131 2.804411 4.758296 -0.069926 -0.679171 -0.196008 0.212697 0.674586
132 2.764262 4.815287 -0.071835 -0.679003 -0.195389 0.211721 0.675243
133 2.734464 4.862893 -0.070627 -0.678853 -0.195880 0.212286 0.675073
134 2.695706 4.917980 -0.070344 -0.679015 -0.194850 0.212022 0.675292
135 2.658273 4.974504 -0.066822 -0.678354 -0.193633 0.213511 0.675837
136 2.621532 5.033529 -0.066124 -0.679128 -0.193343 0.213093 0.675274
137 2.583529 5.089353 -0.064704 -0.677694 -0.194798 0.210962 0.676964
138 2.545379 5.148396 -0.065277 -0.677510 -0.194797 0.210058 0.677429
139 2.505791 5.210103 -0.064322 -0.677264 -0.194557 0.210101 0.677730
140 2.468782 5.269793 -0.065573 -0.678479 -0.193937 0.209637 0.676836
141 2.433302 5.325244 -0.055791 -0.679658 -0.195644 0.208745 0.675436
142 2.392492 5.388309 -0.055964 -0.680854 -0.195123 0.208055 0.674594
143 2.354463 5.448435 -0.059833 -0.680803 -0.193827 0.209633 0.674532
144 2.318409 5.500354 -0.043801 -0.683541 -0.192803 0.209023 0.672242
145 2.281882 5.562611 -0.049908 -0.681040 -0.193762 0.208230 0.674745
146 2.243067 5.616994 -0.042423 -0.681480 -0.192697 0.207605 0.674798
147 2.203038 5.662763 -0.021815 -0.683253 -0.190959 0.207949 0.673392
148 2.169920 5.730901 -0.022187 -0.682981 -0.191135 0.208174 0.673549
149 2.087853 5.842219 -0.005993 -0.685554 -0.190571 0.204771 0.672136
150 1.999259 5.905462 0.019223 -0.688992 -0.189127 0.203260 0.669482
151 1.884286 5.998950 0.049868 -0.691315 -0.187779 0.200584 0.668273
152 1.741918 6.120140 0.082402 -0.693177 -0.187771 0.196524 0.667552
153 1.586356 6.240839 0.116393 -0.691478 -0.187043 0.194174 0.670201
